category	gate	logical_path	responsibility	algorithm_or_concept	category_recipe	acceptance
ConfigUI	V1	Features/Configuration/VoiceConfigurationView.swift	Assign language, voice, speed and auto-speak per assistant	Enumerate installed options and preview cancellable playback	Bind providers, models, voices, routing and permissions to typed persisted settings; show capability/reason for unavailable options.	Every enabled switch changes actual settings and survives restart; errors visible.
ConfigUI	V1	Features/Configuration/ToolPermissionsView.swift	Read/write tool scopes and default approval policy	Granular permission grant/revoke with consequences preview	Bind providers, models, voices, routing and permissions to typed persisted settings; show capability/reason for unavailable options.	Every enabled switch changes actual settings and survives restart; errors visible.
SettingsUI	V1	Features/Settings/SettingsView.swift	Navigate application, device and account settings	Group security/storage/appearance/permissions/accessibility/about	Persist appearance, security, data retention and diagnostic settings; use actual iOS permission state instead of guessed booleans.	Revoke/regrant flows, relaunch persistence and no user data in logs.
SettingsUI	V1	Features/Settings/AppearanceSettingsView.swift	Appearance, text scaling and motion preference	Honor system high contrast, Dynamic Type and Reduce Motion	Persist appearance, security, data retention and diagnostic settings; use actual iOS permission state instead of guessed booleans.	Revoke/regrant flows, relaunch persistence and no user data in logs.
SettingsUI	V1	Features/Settings/NotificationSettingsView.swift	Notification authorization and per-category choices	Explain OS denial; open system Settings without nag loops	Persist appearance, security, data retention and diagnostic settings; use actual iOS permission state instead of guessed booleans.	Revoke/regrant flows, relaunch persistence and no user data in logs.
SettingsUI	V1	Features/Settings/PrivacySettingsView.swift	Review system permissions, cloud disclosure and deletion	Single-source-of-truth effective policy and revoke controls	Persist appearance, security, data retention and diagnostic settings; use actual iOS permission state instead of guessed booleans.	Revoke/regrant flows, relaunch persistence and no user data in logs.
SettingsUI	V1	Features/Settings/SecuritySettingsView.swift	App lock, authentication preference and sensitive previews	Always request LAContext at use site, avoid unprotected screenshots	Persist appearance, security, data retention and diagnostic settings; use actual iOS permission state instead of guessed booleans.	Revoke/regrant flows, relaunch persistence and no user data in logs.
SettingsUI	V1	Features/Settings/StorageSettingsView.swift	Data counts, retention, exports, safe deletion and index rebuild	Reference-counted storage inspection, confirmation for destructive actions	Persist appearance, security, data retention and diagnostic settings; use actual iOS permission state instead of guessed booleans.	Revoke/regrant flows, relaunch persistence and no user data in logs.
SettingsUI	V1	Features/Settings/DiagnosticsView.swift	Connectivity, model, permissions, failures and redacted traces	Opt-in export and copy sanitized diagnostic bundle	Persist appearance, security, data retention and diagnostic settings; use actual iOS permission state instead of guessed booleans.	Revoke/regrant flows, relaunch persistence and no user data in logs.
SettingsUI	V1	Features/Settings/AboutView.swift	Version, open-source licenses, privacy policy and legal notices	Bundle metadata and dependency notices, no unsupported claims	Persist appearance, security, data retention and diagnostic settings; use actual iOS permission state instead of guessed booleans.	Revoke/regrant flows, relaunch persistence and no user data in logs.
AssistantUI	V1	Features/Assistant/AssistantProfileView.swift	Edit the independent Maya/Saar identity and behavior	Validated user-owned fields, per-assistant override scope	Create separate Maya/Saar profile editors with validated names, avatar IDs, voice locale and optional routing defaults; transactional saves.	Rename/switch independently, persist, reject empty/overlong names and owner switch.
AssistantUI	V1	Features/Assistant/AssistantSwitcher.swift	Switch active assistant from dashboard and chat	Atomic active ID switch; preserve per-conversation assistant identity	Create separate Maya/Saar profile editors with validated names, avatar IDs, voice locale and optional routing defaults; transactional saves.	Rename/switch independently, persist, reject empty/overlong names and owner switch.
AssistantUI	V1	Features/Assistant/AssistantNameEditor.swift	Rename either assistant with accessible error messages	Trim, grapheme-length limit, case preserving and duplicate policy	Create separate Maya/Saar profile editors with validated names, avatar IDs, voice locale and optional routing defaults; transactional saves.	Rename/switch independently, persist, reject empty/overlong names and owner switch.
AssistantUI	V1	Features/Assistant/AssistantVoicePreview.swift	Preview selected voice without recording microphone	Speak cancellable sample with per-profile rate and locale	Create separate Maya/Saar profile editors with validated names, avatar IDs, voice locale and optional routing defaults; transactional saves.	Rename/switch independently, persist, reject empty/overlong names and owner switch.
MemoryUI	V1	Features/Memory/MemoryBrowserView.swift	Browse saved, inferred, stale, pinned and conflicting facts	Owner-scoped sections; editable provenance and delete	Display source, confidence and verification on each memory; require user confirmation before active AI-derived memory, provide edit/delete/conflict resolution.	Expired/deleted memories disappear from context and optional index immediately.
MemoryUI	V1	Features/Memory/MemoryEditorView.swift	Add, verify, correct or expire an individual memory	Optimistic revision and user-verified promotion	Display source, confidence and verification on each memory; require user confirmation before active AI-derived memory, provide edit/delete/conflict resolution.	Expired/deleted memories disappear from context and optional index immediately.
MemoryUI	V1	Features/Memory/MemorySourceView.swift	Display source conversation/time/privacy and confidence limitations	Citation-like source references; mark unavailable/deleted sources	Display source, confidence and verification on each memory; require user confirmation before active AI-derived memory, provide edit/delete/conflict resolution.	Expired/deleted memories disappear from context and optional index immediately.
MemoryUI	V1	Features/Memory/MemoryReviewQueue.swift	Approve/reject AI-proposed memories	Default deny auto-admission for sensitive/inferred claims	Display source, confidence and verification on each memory; require user confirmation before active AI-derived memory, provide edit/delete/conflict resolution.	Expired/deleted memories disappear from context and optional index immediately.
ApprovalsUI	V1	Features/Approvals/ApprovalCenterView.swift	Review pending actions and unknown outcomes	Separate pending, expired, rejected, ambiguous tabs	Render exact typed operation, recipient, classified payload summary and expiration, support accept/reject/cancel; no approval on changed digest.	Approval expires, edits invalidate approval, duplicate tap executes once.
ApprovalsUI	V1	Features/Approvals/ApprovalDetailView.swift	Exact destination/scope/payload preview before authorization	Bind consent to immutable parameter digest and TTL	Render exact typed operation, recipient, classified payload summary and expiration, support accept/reject/cancel; no approval on changed digest.	Approval expires, edits invalidate approval, duplicate tap executes once.
ApprovalsUI	V1	Features/Approvals/ApprovalViewModel.swift	Refresh outstanding approvals and resolve decisions	Serialize decision persistence; reject stale task revisions	Render exact typed operation, recipient, classified payload summary and expiration, support accept/reject/cancel; no approval on changed digest.	Approval expires, edits invalidate approval, duplicate tap executes once.
OnboardingUI	V1	Features/Onboarding/OnboardingView.swift	First-launch assistant, locale, privacy and provider walkthrough	Skippable advanced setup, honest offline/core capability description	Seed device-local profile and independent Maya/Saar choices; request privacy/system permissions just-in-time; guide BYOK without storing plaintext outside Keychain.	Skip optional provider and still launch offline; onboarding resumable after force quit.
OnboardingUI	V1	Features/Onboarding/LocalProfileSetup.swift	Create one local individual profile on device	Random stable ID and separate data namespace, no fake cloud account	Seed device-local profile and independent Maya/Saar choices; request privacy/system permissions just-in-time; guide BYOK without storing plaintext outside Keychain.	Skip optional provider and still launch offline; onboarding resumable after force quit.
OnboardingUI	V1	Features/Onboarding/ProviderSetupView.swift	Add personal BYOK credentials or continue local-only	Use Keychain; explicit endpoint and external-data disclosure	Seed device-local profile and independent Maya/Saar choices; request privacy/system permissions just-in-time; guide BYOK without storing plaintext outside Keychain.	Skip optional provider and still launch offline; onboarding resumable after force quit.
OnboardingUI	V1	Features/Onboarding/PermissionEducationView.swift	Explain just-in-time microphone/speech/notification usage	No blanket permission prompt; configure OS capabilities on first use	Seed device-local profile and independent Maya/Saar choices; request privacy/system permissions just-in-time; guide BYOK without storing plaintext outside Keychain.	Skip optional provider and still launch offline; onboarding resumable after force quit.
Integrations	V1	Integrations/IntegrationRegistry.swift	List native and future cloud integrations by capability	Installed/permissioned/connected effective-state query	Check runtime API and per-entity permissions; encapsulate EventKit/Contacts/URL launches behind protocols and ToolPolicy; never assume availability.	Denied access, revoked mid-task, duplicate write and unsupported framework paths.
Integrations	V1	Integrations/CalendarAdapter.swift	Bridge EventKit event create/read/delete permission checks	Typed EventKit conversion and durable event IDs	Check runtime API and per-entity permissions; encapsulate EventKit/Contacts/URL launches behind protocols and ToolPolicy; never assume availability.	Denied access, revoked mid-task, duplicate write and unsupported framework paths.
Integrations	V1	Integrations/ContactsAdapter.swift	Read only narrowly requested local contact fields	Minimum-field request and private-data disclosure policy	Check runtime API and per-entity permissions; encapsulate EventKit/Contacts/URL launches behind protocols and ToolPolicy; never assume availability.	Denied access, revoked mid-task, duplicate write and unsupported framework paths.
Integrations	V1	Integrations/RemindersAdapter.swift	Bridge EventKit Reminders when enabled, separate from local notifications	Per-item unique IDs and authorization status	Check runtime API and per-entity permissions; encapsulate EventKit/Contacts/URL launches behind protocols and ToolPolicy; never assume availability.	Denied access, revoked mid-task, duplicate write and unsupported framework paths.
Integrations	V1	Integrations/ShortcutsBridge.swift	Represent reusable app actions for future App Intents	No assumption Shortcuts registration works in .swiftpm; app command reuse	Check runtime API and per-entity permissions; encapsulate EventKit/Contacts/URL launches behind protocols and ToolPolicy; never assume availability.	Denied access, revoked mid-task, duplicate write and unsupported framework paths.
Integrations	V1	Integrations/URLLauncher.swift	Dispatch allowlisted URLs to system app handlers	Can-open check + explicit UI initiation; do not assert app takeover	Check runtime API and per-entity permissions; encapsulate EventKit/Contacts/URL launches behind protocols and ToolPolicy; never assume availability.	Denied access, revoked mid-task, duplicate write and unsupported framework paths.
CloudFuture	NEXT	Cloud/Auth/AppleSignInClient.swift	Later Sign in with Apple account identity handoff	Nonce/state and token verifier on backend; not trust client-supplied UID	Do not compile or enable in V1 runtime. Define versioned Auth, Firestore owner scoping, encrypted Drive backup or authenticated gateway contract; server validation is separate.	Future-specific integration tests specified; V1 gate ensures no enabled dead UI and no secret shipping.
CloudFuture	NEXT	Cloud/Auth/AccountSession.swift	Server-verified user session and reauthentication state	Expiring token refresh and secure cross-account invalidation	Do not compile or enable in V1 runtime. Define versioned Auth, Firestore owner scoping, encrypted Drive backup or authenticated gateway contract; server validation is separate.	Future-specific integration tests specified; V1 gate ensures no enabled dead UI and no secret shipping.
CloudFuture	NEXT	Cloud/Sync/SyncService.swift	Interface for account-scoped outbox and cursor changes	Retry-safe upsert, revisions, tombstones and conflict record	Do not compile or enable in V1 runtime. Define versioned Auth, Firestore owner scoping, encrypted Drive backup or authenticated gateway contract; server validation is separate.	Future-specific integration tests specified; V1 gate ensures no enabled dead UI and no secret shipping.
CloudFuture	NEXT	Cloud/Sync/FirestoreSyncAdapter.swift	Per-user encrypted/authorized document sync	Enforce authenticated uid and narrow security rules, not local owner alone	Do not compile or enable in V1 runtime. Define versioned Auth, Firestore owner scoping, encrypted Drive backup or authenticated gateway contract; server validation is separate.	Future-specific integration tests specified; V1 gate ensures no enabled dead UI and no secret shipping.
CloudFuture	NEXT	Cloud/Sync/ConflictResolver.swift	Resolve immutable messages and mutable task/settings conflicts	Per-entity merge policy, tombstones, user review for destructive conflict	Do not compile or enable in V1 runtime. Define versioned Auth, Firestore owner scoping, encrypted Drive backup or authenticated gateway contract; server validation is separate.	Future-specific integration tests specified; V1 gate ensures no enabled dead UI and no secret shipping.
CloudFuture	NEXT	Cloud/Backup/GoogleDriveBackup.swift	AppDataFolder ciphertext upload/download only	OAuth PKCE drive.appdata, versioned archive and checksum	Do not compile or enable in V1 runtime. Define versioned Auth, Firestore owner scoping, encrypted Drive backup or authenticated gateway contract; server validation is separate.	Future-specific integration tests specified; V1 gate ensures no enabled dead UI and no secret shipping.
CloudFuture	NEXT	Cloud/Backup/BackupArchive.swift	Cross-device encrypted export manifest and restore dry run	Random portable recovery key, AES-GCM + authenticated schema/version	Do not compile or enable in V1 runtime. Define versioned Auth, Firestore owner scoping, encrypted Drive backup or authenticated gateway contract; server validation is separate.	Future-specific integration tests specified; V1 gate ensures no enabled dead UI and no secret shipping.
CloudFuture	NEXT	Cloud/Gateway/ManagedGatewayClient.swift	Authenticate client to future secret-holding gateway	User-bound short-lived token, quotas and provider-independent HTTP contract	Do not compile or enable in V1 runtime. Define versioned Auth, Firestore owner scoping, encrypted Drive backup or authenticated gateway contract; server validation is separate.	Future-specific integration tests specified; V1 gate ensures no enabled dead UI and no secret shipping.
CloudFuture	NEXT	Cloud/Gateway/WorkerPolicy.ts	Optional Cloudflare Worker authentication, abuse protection and quota	Verify bearer token server-side, per-user budget and egress allowlist	Do not compile or enable in V1 runtime. Define versioned Auth, Firestore owner scoping, encrypted Drive backup or authenticated gateway contract; server validation is separate.	Future-specific integration tests specified; V1 gate ensures no enabled dead UI and no secret shipping.
CloudFuture	NEXT	Cloud/Gateway/GatewayDeployment.md	Manual deployment and rollback instructions	Secrets never committed; isolate dev/prod routes and audit logging	Do not compile or enable in V1 runtime. Define versioned Auth, Firestore owner scoping, encrypted Drive backup or authenticated gateway contract; server validation is separate.	Future-specific integration tests specified; V1 gate ensures no enabled dead UI and no secret shipping.
Resources	V1	Resources/Assets.xcassets/Contents.json	Declare the asset catalog namespace	Apple asset catalog metadata schema; bundled resource validation	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/Assets.xcassets/Maya.imageset/Contents.json	Map Maya image asset to actual filenames/scales	Asset catalog image entry and optimized format validation	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/Assets.xcassets/Maya.imageset/maya.png	Bundled female assistant image	Static visual resource; consistent avatar state mask and licensing	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/Assets.xcassets/Saar.imageset/Contents.json	Map Saar image asset to actual filenames/scales	Asset catalog image entry and optimized format validation	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/Assets.xcassets/Saar.imageset/saar.png	Bundled male assistant image	Static visual resource; consistent avatar state mask and licensing	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/Assets.xcassets/AppIcon.appiconset/Contents.json	Map app icon images and appearance variants	Asset catalog icon metadata validated against supported target	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/Assets.xcassets/AppIcon.appiconset/icon-1024.png	Original app icon artwork	1024px master artwork with correct transparency policy at submission	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/en.lproj/Localizable.strings	English UI labels, privacy prompts and errors	Stable localization keys and format argument consistency	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/hi.lproj/Localizable.strings	Hindi UI labels with Hinglish-friendly UX option	Human review, plural/date formatting and mixed-script layout	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/ProviderCatalog.json	Bundled known safe default provider capability fallback	JSON schema, URLs, no active key or false model availability	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/Prompts/assistant_v1.txt	Versioned generic persona/system safety instructions	User customization injected as data; prompt regression fixtures	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Resources	V1	Resources/Prompts/task_planner_v1.txt	Versioned tool-planning and task-extraction instructions	Strict typed schema response; injection and ambiguity tests	Define exact JSON/plist/catalog keys and allowed encodings; verify application target lookup, missing-resource fallback and no embedded credentials.	Asset parses/loads on-device, handles missing asset and contains no secret.
Tests	TEST	Tests/Unit/DomainStateMachineTests.swift	Verify legal/illegal task, conversation and approval transitions	Property/table-driven state transition fixtures	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/RouterPolicyTests.swift	Check capability, privacy, offline, budget and fallback filters	Exhaustive policy matrix including zero eligible routes	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/SSEDecoderTests.swift	Test streaming split-chunk parsing and tool delta reconstruction	Random chunk boundaries, multiline SSE and truncated EOF	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/ContextBudgetTests.swift	Verify source order, dedup, no cross-owner memory and reserves	Boundary tests for provider context and false token metadata	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/MemoryConflictTests.swift	Verified/unverified, TTL and contradictory memory rules	Version precedence, expiry and provenance preservation	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/TaskSchedulerTests.swift	Recurrence/DST/timezone/missed-execution behavior	Fixed calendar fixtures including ambiguous/nonexistent clock times	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/ToolPolicyTests.swift	Authorize/disallow granular tool scopes and prompt injection	Untrusted-document malicious instruction fixture	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/KeychainVaultTests.swift	Store/read/delete/rotation and account namespace isolation	Device-keychain integration tests with cleanup	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/AttachmentValidationTests.swift	Reject oversize, spoofed MIME and unsafe filenames	Corrupt image, PDF and pathological archive fixtures	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/VoiceStateTests.swift	Test interruptions and stale transcript suppression	Synthetic interim/final sequence and stop races	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/SearchRankingTests.swift	Rank exact/recency results and enforce owner scope	Deterministic search fixtures and deleted-item exclusion	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Unit/CryptoBackupTests.swift	AES-GCM encrypt/verify/wrong key/modified data	Golden fixture and cross-device recovery round trip	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Integration/MockProviderFlowTests.swift	Full streaming chat with fake provider and cancellation	Exact event order, partial output and final storage	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Integration/ProviderFailureTests.swift	401/429/5xx/offline, breaker and no privacy-leaking fallback	Recorded mock HTTP responses and Retry-After assertions	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Integration/TaskCrashRecoveryTests.swift	App interrupted after PREPARED external action	No duplicate execution; ambiguous outcome routed to review	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Integration/AccountIsolationTests.swift	Switch account while search/AI/task is in flight	Abort stale work and assert zero other-user data in UI/index	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Integration/StoreMigrationTests.swift	Migrate preserved old database fixture	No data loss, rollback and readable recovery export	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Integration/PermissionMatrixTests.swift	Denied/authorized/restricted/revoked system capabilities	Mock services and manual device permission revocation	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Integration/MemoryPersistenceTests.swift	Verify memory source editing/deletion and search index removal	CRUD-to-index reconciliation under failure	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Integration/AccessibilityTests.swift	Dynamic Type, VoiceOver labels and Reduce Motion	UI test cases on phone/tablet with manual screen reader pass	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/E2E/ManualDeviceChecklist.md	Script actual iPad Playground import and iPhone distribution test	Record hardware/OS/Playgrounds versions and evidenced results	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/E2E/HindiHinglishVoiceCorpus.md	Human-recorded consented Hindi/Hinglish/English commands	Locale-specific recognition/error and playback comprehension rubric	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/E2E/ThreatAndPrivacyChecklist.md	Prompt injection, exfiltration, secret logs and deletion audit	Manual red team plus test fixtures; record negative evidence	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/E2E/ReleaseAcceptance.md	All release criteria, blockers and bug severity gates	Check with build/device evidence; no fabricated passes	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Fixtures/MockProviderEvents.jsonl	Deterministic mixed text/tool/usage/SSE error streams	Versioned fixtures for unit/integration suite	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Fixtures/MigrationV1Fixture.json	Known populated baseline DB generation metadata	Cross-version expected record counts and relationships	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Fixtures/PromptInjectionSamples.txt	Untrusted web/document/email attack snippets	Assert tools cannot inherit authority from source text	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
Tests	TEST	Tests/Fixtures/TaskSchedulingCases.json	DST, timezone, leap date and multiple recurrence cases	Expected UTC instants and nonexistence handling	Build mock clock/UUID/HTTP/store fixtures and assert exact observable state and errors; manual device cases record evidence, never fabricate PASS.	Case runs independently; expected/actual evidence captured; zero unexplained skips on release blockers.
